id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
https://chroniclingamerica.loc.gov/lccn/sn86063730/1935-08-25/ed-1,"Brownsville herald. [volume] : (Brownsville, Tex.) 1910-current, issue 1935-08-25","Brownsville herald. [volume] : (Brownsville, Tex.) 1910-current",1935,,newspaper,,loc-chronam,,1935-08-25,,,https://chroniclingamerica.loc.gov/lccn/sn86063730/1935-08-25/ed-1/,,Brownsville Herald Pub. Co.,spa; eng,1,24,"Brownsville, Tex.",brownsville; harlingen; port isabel; san benito; valley; repeal; tarpon; turning basin; herald; mercedes,64626,24,unigrams; bigrams; trigrams
http://www.jstor.org/stable/community.28044919,Sojourner,,1983,,newspaper,,reveal,Independent Voices; Feminist,1983-02-01,6,8,http://www.jstor.org/stable/community.28044919,Nancy Turnbull; Karen Lindsey; Kelly Stephens; Leah Fritz; Sharon Phillips Wilkins; Jane Blood; Marcia Harrison; Linda Hirsch,"Sojourner, Inc.",,,,"Cambridge, MA",sojourner; feminism; pornography; feminists; older women; sexual; sexuality; sexual libertarians; fantasies; molly lovelock,32216,20,unigrams; bigrams; trigrams; fullText
ark://27927/pjbcdh9zv53,The dynamics of innovation efforts in the early career,Creativity and Innovation Management,2023,10.1111/caim.12534,article,article,portico,,2023-03-01,1,32,http://doi.org/10.1111/caim.12534,Shannon K. Gilmartin; Sheri D. Sheppard; Tua A. Björklund,"John Wiley & Sons, Inc.",eng,80,99,,innovative work; work behaviours; behaviours; innovative work behaviours; interviewees; career; organizational; career engineers; efforts; career professionals,20071,20,unigram; bigram; trigram
ark://27927/phx613sbsc3,State terror and exile: Never has the cinema been so false and dull,Index on Censorship,1981,10.1080/03064228108533232,article,,portico,,1981-08-01,4,10,http://doi.org/10.1080/03064228108533232,Fernando Solanas,SAGE Publications,eng,25,25,,cinema; censorship; argentine; patagonia rebelde; argentinian; prensa; banned; solanas; fernando solanas; jorge cedron,2415,2,unigram; bigram; trigram
http://www.jstor.org/stable/j.ctt46mxps,Playing the Waves,,2007,,book,book,jstor,,2007-01-01,,,http://www.jstor.org/stable/j.ctt46mxps,Jan Simons,Amsterdam University Press,eng,,,Amsterdam,bordwell; pronghorn; film noir; europa; cinema; orson welles; narrative; mutual defection; virtual; camera,112436,,unigrams; bigrams; trigrams; fullText
ark://27927/phzh5tdm85k,4. Hindutva 2.0 as Advertised Monotheism,Hindutva as Political Monotheism,2020,,chapter,,portico,,2020-01-01,,,,"Basu, Anustup",Duke University Press,eng,,,,hindutva; advertised mono; indian; kalyan; hindu nationalism; gujarat; babri masjid; fascism; gentoo; kalyan would,25868,59,unigram; bigram; trigram
ark://27927/phw69w4rxm,The Performative Voice in Mallarme's Poetic Reverie,French Forum,2004,,article,article,portico,,2004-03-24,3,28,,Jeannette Leigh. Callet,Project MUSE,eng,41,58,,mallarmé; debussy; claude debussy; performative voice; poetic; musical; melody; callet the performative; soupir; french forum,7836,18,unigram; bigram; trigram
ark://27927/pbd188zxjbb,1 British Cinema History,British Genres,2014,,chapter,,portico,,2014-01-01,,,,Marcia Landy,Princeton University Press,eng,23,52,,cinema; british; british cinema; hollywood; melodramas; gainsborough; british films; starring; emeric pressburger; michael redgrave,14575,30,unigram; bigram; trigram
ark://27927/phzfjxgm7t5,2. Iran and Egypt	,"Nationalism, Liberalism, and Progress",2018,,chapter,,portico,,2018-01-01,,,,Ernst B. Haas,Cornell University Press,eng,,,,khomeini; islamic; reza shah; iranian; restorative; restorative syncretism; dismal fate; nationalism; secular; reformist,27438,64,unigram; bigram; trigram
ark://27927/phxwn1p4m3,6. The Middle Class and the Material Girl: The 1996 Prostitution Law and the Disciplining of Peasant Women,Sex and Borders,2007,,chapter,,portico,,2007-01-01,,,,Leslie Ann Jeffrey,University of British Columbia Press,eng,118,142,,prostitution; prostitute women; middle; consumerism; parents; prostitution law; peasant women; peasant; disciplining; procurers,11716,25,unigram; bigram; trigram
ark://27927/pbd94384dv,Broadway and FirstFilms,Zachary Scott,2006,,chapter,,portico,,2006-01-01,,,,Ronald L. Davis,University Press of Mississippi,eng,69,94,,elaine; first films; warner bros; broadway; renoir; dimitrios; theatre guild; zach wrote; broadway and first; southerner,9657,26,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn82014085/1937-04-14/ed-1,"The Waterbury Democrat. [volume] : (Waterbury, Conn.) 1917-1946, issue 1937-04-14","The Waterbury Democrat. [volume] : (Waterbury, Conn.) 1917-1946",1937,,newspaper,,loc-chronam,,1937-04-14,,,https://chroniclingamerica.loc.gov/lccn/sn82014085/1937-04-14/ed-1/,,Waterbury Democrat,eng,1,20,"Waterbury, Conn.",waterbury; bilbao; camels; kingsbury; mascoll; deputy coroner; joseph; president; liquor; guilty,73718,20,unigrams; bigrams; trigrams
http://www.jstor.org/stable/23748073,The double indeterminacy of labour power: labour effort and labour mobility,"Work, Employment & Society",2006,,article,research-article,jstor,,2006-06-01,2,20,http://www.jstor.org/stable/23748073,Chris Smith,"Sage Publications, Ltd.",eng,389,402,,labour; mobility; labour turnover; labour process; employers; workers; effort bargaining; bargaining; management; indeterminacy,6464,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/community.28037717,Great Speckled Bird,,1971,,newspaper,,reveal,Independent Voices; Campus Underground,1971-06-21,25,4,http://www.jstor.org/stable/community.28037717,,,,,,"Atlanta, GA",country music; atlanta; speckled bird; miners; people; strike; dutch elm; great speckled; disabled miners; elm disease,29328,28,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/27917772,Riefenstahl Screened: An Anthology of New Criticism,College Literature,2010,,article,book-review,jstor,,2010-10-01,4,37,http://www.jstor.org/stable/27917772,Margarete J. Landwehr; Neil C. Pages; Mary Rhiel; Ingeborg Majer-O'Sickey,Johns Hopkins University Press,eng,208,211,,riefenstahl; aesthetics; fascist aesthetics; ingeborg majer; riefenstahl screened; nuba photographs; images; guinevere narraway; goebbels; demythologized riefenstahl,1353,4,unigrams; bigrams; trigrams
ark://27927/pjb22gw3gvp,"Book Review: (Related-Object: Revisioning Stalin and Stalinism: Complexities, Contradictions and Controversies. Edited by James Ryan and Susan Grant. Bloomsbury Academic. 2021. xiii + 250pp. £85.00.)",History,2021,10.1111/1468-229X.13240,article,bookReview,portico,,2021-12-01,373,106,http://doi.org/10.1111/1468-229X.13240,Craig Gerrard,"John Wiley & Sons, Inc.",eng,854,857,,wiley sons; knights; medieval; household knights; knightly household; goldie; history; political; john wiley sons; edward,27804,54,unigram; bigram; trigram
ark://27927/pbf35p164,International Handbook on Diversity Management at Work,Elgar E-Books,2014,10.4337/9780857939319,book,,portico,,2014-05-30,,,http://doi.org/10.4337/9780857939319,Alain  Klarsfeld; Lize A.E. Booysen; Eddy  Ng; Ian  Roper; Ahu  Tatli,Edward Elgar Publishing,eng,,,,diversity; diversity management; equality; gender; employment; equality diversity; international; international handbook; equality and diversity; research,154535,304,unigram; bigram; trigram
ark://27927/pbd94bqdk1,5 &quot;A Risky Experiment&quot;: Zircon and Regeneration,Richard E. Norman and Race Filmmaking,2013,,chapter,,portico,,2013-01-01,,,,Barbara Tepa Lupack; Michael Martin,Indiana University Press,eng,118,161,,norman; serial; zircon; colored; pictures; brooks; manning; risky experiment; race filmmaking; spider,13310,44,unigram; bigram; trigram
http://www.jstor.org/stable/jj.2353847,The Bodies That Remain,,2018,,book,book,jstor,,2018-01-01,,,http://www.jstor.org/stable/jj.2353847,Emmy Beber,Dead Letter Office,eng,,,,sylvia plath; collected poems; judee sill; lady lazarus; bodies; bodies that remain; johnny panic; plath lady; poetry; shadow,57427,,unigrams; bigrams; trigrams; fullText
ark://27927/pghjmjc78q,"Review of Women in Chinese Martial Arts Films of the New Millennium: Narrative Analyses and Gender Politics. YA-CHENCHEN. Lanham: Lexington Books, 2012. xvii + 293 pp. £44.95; $95.00. ISBN 978-0-7391-3908-0",China Quarterly,2013,10.1017/S030574101400006X,article,,portico,,2014-03-27,null,217,http://doi.org/10.1017/S030574101400006X,Kin-Yan Szeto,Cambridge University Press,eng,269,271,,martial arts; arts films; zhang yimou; female protagonists; boudoir trope; martial arts films; crouching tiger; chinese martial; male directors; phallocentric,1684,3,unigram; bigram; trigram
http://www.jstor.org/stable/20688429,A Sister in Cinema: An Interview with Yvonne Welbon,Journal of Film and Video,2003,,article,research-article,jstor,,2003-12-01,4,55,http://www.jstor.org/stable/20688429,VIDA CROSS; Yvonne Welbon,University of Illinois Press,eng,41,44,,julie dash; sundance; filmmaker; yvonne welbon; film and video; cinema; remembering wei; sisters; cinematic jazz; taiwan,2329,4,unigrams; bigrams; trigrams
ark://27927/pjcbdxq69r,Does career optimism facilitate entry into university and professional employment? A longitudinal examination of Australian data,Australian Journal of Career Development,2024,10.1177/10384162241263300,article,research-article,portico,,2024-07-01,2,33,http://doi.org/10.1177/10384162241263300,Joanna Sikora,SAGE Publications,eng,166,177,,career optimism; undergrad students; undergrad; professional employment; invariance; career development; measurement invariance; sectional; sociodemographic; sociodemographic variables,11007,12,unigram; bigram; trigram
ark://27927/phx37v5v9zr,Women's makeup careers: An interpretive study of color cosmetic use and “Face Value”,Psychology and Marketing,1993,10.1002/mar.4220100606,article,,portico,,1993-11-01,6,10,http://doi.org/10.1002/mar.4220100606,Stacey M. Fabricant; Stephen J. Gould,"John Wiley & Sons, Inc.",eng,531,548,,makeup; makeup use; wear makeup; wearing; makeup consumption; eyeliner; makeup career; fabricant; identity; cosmetics,7912,18,unigram; bigram; trigram
ark://27927/pjc2m6q40z,4. Crossing Jordan,Religion Around Billie Holiday,2018,,chapter,,portico,,2018-01-01,,,,"Fessenden, Tracy",Penn State University Press,eng,,,,jewish; armstrong; russian lullaby; karnofsky; billie holiday; louis armstrong; jewish family; irving berlin; glaser; karnofsky family,18277,38,unigram; bigram; trigram
http://www.jstor.org/stable/20371289,"New Jersey Dreaming: Capital, Culture and the Class of '58",Journal of Anthropological Research,2008,,article,book-review,jstor,,2008-12-01,4,64,http://www.jstor.org/stable/20371289,Louise Lamphere; Sherry B. Ortner,University of New Mexico,eng,556,558,,ortner; girl track; jewish; ortner argues; anthropological research; upward mobility; hidden injuries; jewish identity; hourglass skinny; classmates,1201,3,unigrams; bigrams; trigrams
ark://27927/pbd188gxfmx,Salem Mekuria (Ethiopia),Questioning African Cinema,2002,,chapter,,portico,,2002-01-01,,,,Nwachukwu Frank Ukadike,University of Minnesota Press,eng,239,252,,ethiopia; african; salem mekuria; deluge; documentary; people; mythologies; african films; feminist; african cinema,6336,14,unigram; bigram; trigram
ark://27927/phzkqx1sw5c,A Wide People with a Small Screen:,Cine-Ethiopia,2018,10.14321/j.ctv1fxmf1.12,chapter,,portico,,2018-08-01,,,https://doi.org/10.14321/j.ctv1fxmf1.12,Teferi Nigussie Tafa; Steven W. Thomas,Michigan State University Press,eng,181,206,,oromo cinema; gada system; addis ababa; ethiopia; oromo language; oromo culture; movies; diaspora; nigussie tafa; oromo community,10338,26,unigram; bigram; trigram
ark://27927/phx5wkk0khm,"Window of Opportunity CD-ROMs, The International Music Industry and Early Australian Initiatives",Convergence,1995,10.1177/135485659500100108,article,research-article,portico,,1995-03-01,1,1,http://doi.org/10.1177/135485659500100108,Philip Hayward; Geraldine Orrock,SAGE Publications,eng,61,79,,music video; multimedia; interactive; australian; geraldine orrock; format; music industry; australian music; ellard; production,10310,19,unigram; bigram; trigram
ark://27927/phz954r8b3t,"Masculinities, Violence, and Culture",SAGE KNOWLEDGE,2000,10.4135/9781452220307,book,,portico,,2000-01-01,,,http://doi.org/10.4135/9781452220307,Suzanne Hatty,SAGE Publications,eng,,,,violence; luke woodham; violent crime; violent; modern; gergen; modern self; reason; masculinities violence; knowledge,107432,233,unigram; bigram; trigram
ark://27927/pjbfnqt1pnr,Notes,The Chronology of Revolution,2021,,chapter,,portico,,2021-01-01,,,,"Harker, Ben",University of Toronto Press,eng,,,,communist; lawrence wishart; communist party; london; communist review; london lawrence wishart; worker; london lawrence; rajani palme; labour,87048,144,unigram; bigram; trigram
ark://27927/pjc63s40c7p,Prelims,Creative (and Cultural) Industry Entrepreneurship in the 21st Century: Policy Challenges for and by Policymakers,2024,10.1108/S2040-72462024000018B016,chapter,,portico,,2024-12-03,,,https://doi.org/10.1108/S2040-72462024000018B016,Inge Hill; Sara R. S. T. A. Elias; Paul Jones; Stephen Dobson,Emerald Group Publishing,eng,i,xv,,entrepreneurship; creative; entrepreneurial; research; paul jones; creative industries; cultural; management; business; business school,5304,16,unigram; bigram; trigram
ark://27927/phx81cd48hq,"Chalky rainwash at Otford, Kent",Geology Today,1998,10.1046/j.1365-2451.1998.014002066.x,article,letter,portico,,1998-03-01,2,14,http://doi.org/10.1046/j.1365-2451.1998.014002066.x,EDWIN THOMPSON,"John Wiley & Sons, Inc.",eng,66,66,,geology; geology today; diamond; geological; million years; blackwell science; geological survey; caen stone; photographs; science ltd geology,13497,17,unigram; bigram; trigram
http://www.jstor.org/stable/j.ctv1xxrxw,Digital Environments,,2017,,book,book,jstor,,2017-01-01,,,http://www.jstor.org/stable/j.ctv1xxrxw,Urte Undine Frömming; Steffen Köhn; Samantha Fox; Mike Terry,transcript Verlag,eng,,,Bielefeld,twitter; seksualiti merdeka; facebook; feesmustfall; malaysia; suzanne beukes; helena pitkänen; south africans; veera helena; goldstuck,89200,,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/25501925,Members,PMLA,2008,,article,misc,jstor,,2008-09-01,4,123,http://www.jstor.org/stable/25501925,,Modern Language Association,eng,942,1197,,grad stud; prof eng; asst prof; assoc prof; stud eng; grad stud eng; prof span; comp lit; assoc prof eng; prof emer,429869,256,unigrams; bigrams; trigrams
ark://27927/pbf3njggpt,The Face of a Saint,The Passion of Montgomery Clift,2010,10.1525/j.ctt1pnds6.6,chapter,,portico,,2010-03-17,,,https://doi.org/10.1525/j.ctt1pnds6.6,Amy Lawrence,University of California Press,eng,11,49,,photogénie; montgomery clift; willemen; cinephilia; epstein; search; actors; auntie yuna; viewer; clift plays,17513,40,unigram; bigram; trigram
http://www.jstor.org/stable/10.5406/musimoviimag.7.2.0034,Around the Marvelous: Film Music Formulas from an Ethnomusicological Perspective,Music and the Moving Image,2014,,article,research-article,jstor,,2014-07-12,2,7,http://www.jstor.org/stable/10.5406/musimoviimag.7.2.0034,Ilario Meandri Sanchez,University of Illinois Press,en,34,75,,marvelous; composer; formulas; textindd; harmonic; revelation; subdominant; major subdominant; star trek; film music,25083,42,unigrams; bigrams; trigrams
http://www.jstor.org/stable/j.ctv6zd9n3,The Magic Screen,,2015,,book,book,jstor,,2015-01-01,,4,http://www.jstor.org/stable/j.ctv6zd9n3,Joost Hunningher; Rikki Morgan-Tamosunas; Guy Osborn; Ro Spankie,University of Westminster Press,eng,,,London,polytechnic; cinema; magic screen; uwa rsp; polytechnic cinema; ghosts; lumière; regent; dissolving views; polytechnic institution,71713,,unigrams; bigrams; trigrams; fullText
ark://27927/phx614fw69v,Review: Reel Women: Working in Film and Television,Media International Australia,2000,10.1177/1329878X0009400118,article,,portico,,2000-02-01,1,94,http://doi.org/10.1177/1329878X0009400118,Felicity Collins,SAGE Publications,eng,185,186,,film and television; television production; james bailey; success stories; obstacles faced; reel women; womens film; deceptively glamorous; media industries; looking,986,2,unigram; bigram; trigram
